-29.49679,0.5654213,-66.62914
-29.43849,0.5653769,-64.59672
-29.23535,0.5652514,-62.5987
-28.88969,0.5652771,-60.61128
-28.39895,0.565281,-58.63372
-27.76228,0.5652431,-56.66248
-27.10441,0.5651616,-54.74736
-26.45233,0.5652292,-52.85095
-25.7825,0.5661664,-50.91524
-25.09427,0.5650816,-48.9603
-24.37506,0.5662202,-47.01358
-23.61454,0.5657014,-45.10251
-22.81929,0.5657694,-43.24092
-21.93832,0.5662238,-41.32262
-21.03453,0.5660938,-39.47943
-20.04778,0.5660675,-37.58978
-19.05598,0.5659068,-35.79027
-17.98252,0.565773,-33.96995
-16.90895,0.566056,-32.25547
-15.76172,0.5657731,-30.52157
-14.54271,0.5659591,-28.77154
-13.35125,0.5659329,-27.14229
-12.1145,0.5663384,-25.49667
-10.84999,0.5650082,-23.83257
-9.562384,0.5665002,-22.15084
-8.250727,0.5658811,-20.44716
-6.921114,0.5656962,-18.71771
-5.688002,0.5663242,-17.11325
-4.437919,0.565739,-15.49408
-3.168418,0.566101,-13.85884
-1.875674,0.5658458,-12.21198
-0.5554904,0.5658633,-10.55934
0.7917528,0.5660105,-8.897064
2.170753,0.5659658,-7.229753
3.584657,0.5659996,-5.558051
4.898591,0.5659965,-4.03694
6.241592,0.5658873,-2.514756
7.610824,0.5660771,-0.9892649
9.004631,0.565978,0.5397228
10.42265,0.565892,2.07304
11.8649,0.5659854,3.609911
13.33162,0.5660007,5.150488
14.82247,0.5659595,6.694107
16.33787,0.5659394,8.240852
17.87612,0.5660532,9.789439
19.43389,0.5658281,11.34461
21.00778,0.5659649,12.91065
22.43728,0.565973,14.33053
23.8784,0.5658553,15.76029
25.33099,0.5659016,17.20029
26.79521,0.5659654,18.65052
28.27095,0.5659217,20.11098
29.75817,0.5658946,21.58145
31.25676,0.5659169,23.06202
32.76688,0.5659341,24.55261
34.28846,0.5659237,26.05329
35.8215,0.5659124,27.56385
37.36586,0.5659138,29.08437
38.92171,0.5659261,30.61474
40.48895,0.5659248,32.15504
42.06761,0.5659184,33.70509
43.6576,0.5659156,35.26496
45.25899,0.5659223,36.83451
46.69197,0.5659248,38.23786
48.1339,0.5659225,39.64885
49.58478,0.5659196,41.06746
51.04459,0.5659201,42.49368
52.51333,0.5659224,43.92746
53.99099,0.5659233,45.3688
55.47755,0.5659223,46.81764
56.97301,0.5659214,48.27398
58.47573,0.5661538,49.7362
59.9781,0.5663218,51.19717
61.47395,0.5654666,52.65652
62.95689,0.5653189,54.12193
64.4076,0.5655876,55.61269
65.7982,0.5644963,57.1492
67.13249,0.5640363,58.72341
68.4325,0.5656144,60.31884
69.71423,0.5672158,61.92268
70.98672,0.5666984,63.52749
72.25481,0.5654516,65.12939
73.52796,0.5654679,66.72084
74.82064,0.5663749,68.28962
76.14317,0.5666851,69.82579
77.49427,0.5661852,71.32891
78.86211,0.565749,72.80907
80.23701,0.5659134,74.27563
81.6133,0.5662961,75.73415
82.98816,0.5662968,77.18736
84.53217,0.5658445,78.8179
86.07183,0.5659032,80.44224
87.60835,0.5660021,82.06331
89.14033,0.5661896,83.67843
90.66782,0.565917,85.2915
92.18437,0.5658849,86.90437
93.68491,0.5657418,88.52545
95.16322,0.5658699,90.15633
96.61584,0.5656805,91.80326
98.03706,0.565657,93.46674
99.42535,0.5655361,95.15093
100.7674,0.5654149,96.86016
102.0384,0.5643365,98.61189
103.2207,0.5638963,100.4103
104.3322,0.565125,102.2455
105.4065,0.5668827,104.0952
106.4653,0.5664529,105.9494
107.5168,0.5654765,107.7996
108.565,0.5655201,109.6468
109.61,0.5664331,111.4875
110.6489,0.5662464,113.3266
111.6727,0.5656841,115.1657
112.6702,0.5653551,117.0133
113.618,0.5653393,118.8764
114.4977,0.5648499,120.7644
115.3046,0.5648675,122.6742
116.0608,0.565703,124.5999
116.7869,0.5664918,126.5299
117.4928,0.5658955,128.4628
118.1785,0.5655366,130.3952
118.8375,0.5655797,132.3319
119.4641,0.565928,134.2712
120.0559,0.5657118,136.2166
120.6118,0.5656241,138.1647
121.1317,0.5655415,140.1177
121.6157,0.5658154,142.0721
122.0637,0.5657057,144.0303
122.4762,0.5656992,145.9888
122.8929,0.5657114,148.1665
123.2661,0.5657786,150.3448
123.596,0.5657937,152.5224
123.8831,0.5657309,154.6987
124.1276,0.5657407,156.8728
124.33,0.5658096,159.0439
124.4906,0.5657884,161.2108
124.6092,0.5656922,163.3731
124.6838,0.5657201,165.5297
124.7051,0.5655733,167.6802
124.6658,0.5654508,169.8223
124.5629,0.5654803,171.9542
124.3958,0.5655649,174.0738
124.1656,0.5655551,176.1795
123.8731,0.5655054,178.2691
123.5191,0.5655087,180.3408
123.1043,0.5655082,182.3934
122.6304,0.5655432,184.4245
122.1005,0.5655826,186.4345
121.5255,0.5658474,188.4238
120.9121,0.5658298,190.3942
120.2636,0.5657367,192.3461
119.5825,0.5658693,194.2802
118.8702,0.5658005,196.1962
118.1272,0.5657401,198.0904
117.3508,0.5657829,199.9658
116.5447,0.56593,201.8199
115.7082,0.5657133,203.6546
114.844,0.5660444,205.469
113.9511,0.5655316,207.2608
112.9349,0.5658975,209.2071
111.8862,0.5657942,211.1273
110.8065,0.5657487,213.021
109.6941,0.5655923,214.886
108.5456,0.5658745,216.7203
107.3647,0.5657728,218.5241
106.1657,0.5660123,220.2801
104.9429,0.5644771,221.9663
103.677,0.5656379,223.5609
102.2542,0.5644954,225.1887
100.7966,0.5666378,226.7681
99.33665,0.5666592,228.3349
97.87749,0.5646003,229.89
96.40937,0.5664364,231.4263
94.90377,0.5654283,232.9155
